network,region,type,size,cty,start,end,duration,censored,government,coalition,nodes,edges,density,n_bills_au,n_bills_co,n_sigs_au,n_sigs_co,s_min,s_max,s_med,s_mu,mu_au,mu_co,n_au,n_co,n_both,n_fem,n_new,n_ind,ysio_n,ysio_min,ysio_max,ysio_med,ysio_mu,ysio_cor,born_p,born_min,born_max,born_med,born_mu,constituency_p,constituency_n,pg_n,pg_min,pg_max,pg_med,pg_mu,pg_sd,n_gov,n_opp,pc_n,pc_min,pc_max,pc_med,pc_mu,pc_sd,cc_min,cc_max,cc_med,cc_mu,cc_p,lr_n,lr_min,lr_max,lr_med,lr_mu,lr_sd,raw_min,raw_max,raw_med,raw_mu,nfw_min,nfw_max,nfw_med,nfw_mu,gsw_min,gsw_max,gsw_med,gsw_mu
net_be_ch2003,West,Lower,150,BE_CH,2003,2007,5,0,stable,LIB-V;SOC-F;LIB-F;SOC-V,163,741,0.0280618041354238,724,462,1848,1586,1,10,2,2.5524861878453,2.83435582822086,6.89570552147239,125,158,120,60,79,0,5,1,16,5,5.25766871165644,-0.447561762843172,100,1936,1982,1959,1959.1226993865,100,10,9,2,27,24,18.1111111111111,9.37342579375924,100,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,2.6,9.7,5.8,5.69877300613497,2.18784486466921,1,14,1,1.51686909581646,0.111111111111111,6.81666666666667,0.333333333333333,0.623481781376518,0.0236686390532544,1,0.25,0.362722973250176
net_be_ch2007,West,Lower,150,BE_CH,2007,2010,4,0,mixed,NA,173,926,0.031119774163194,694,567,2490,2363,1,10,3,3.58789625360231,3.27745664739884,10.3815028901734,121,170,118,60,76,0,6,1,20,5,6.17341040462428,-0.476948812470354,100,1937,1981,1962,1962.91329479769,100,10,9,3,38,18,19.2222222222222,10.0967541539073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,2.6,9.7,6.2,5.72254335260116,2.11179148146568,1,16,1,1.93952483801296,0.111111111111111,5.86666666666667,0.333333333333333,0.61231101511879,0.0115874855156431,1,0.209914320685435,0.352166626383839
net_be_ch2010,West,Lower,150,BE_CH,2010,2014,5,0,mixed,NA,165,1000,0.0369549150036955,857,728,3021,2892,1,10,3,3.52508751458576,4.41212121212121,13.1151515151515,134,164,133,66,57,0,7,1,23,4,6.52121212121212,-0.448745567458443,100,1937,1987,1966,1965.24242424242,100,10,10,1,29,14.5,16.5,8.26303683749369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,2.6,9.7,5.8,5.42,2.0388363491307,1,23,1,2.164,0.111111111111111,12.8333333333333,0.333333333333333,0.728,0.00835654596100279,1,0.25,0.358056978958752
net_be_ch2014,West,Lower,150,BE_CH,2014,2019,2,1,mixed,NA,138,498,0.0263408441764519,457,373,1496,1412,1,10,3,3.27352297592998,2.70289855072464,7.52898550724638,90,136,88,49,64,0,8,1,27,5,6.78260869565217,-0.387366400704044,100,1942,1987,1969,1967.76811594203,100,10,10,2,26,13,13.8,8.16224370024702,NA,NA,35,3,43,31,25.6,13.8843966591363,1,7,2,2.58611825192802,78.1124497991968,138,1.3,9.7,5.8,5.20579710144928,1.89223415303671,1,23,1,2.0863453815261,0.111111111111111,19,0.333333333333333,0.748995983935743,0.0202429149797571,1,0.333333333333333,0.46320595993209
net_be_se1995,West,Upper,60,BE_SE,1995,1999,5,0,stable,CDEM-V;SOC-F;SOC-V;CDEM-F,71,390,0.0784708249496982,502,304,1368,1170,1,16,2,2.72509960159363,4.28169014084507,11.3802816901408,54,70,53,18,NA,0,1,1,1,1,1,NA,78.8732394366197,1925,1964,1945.5,1945.21428571429,0,0,9,2,11,9,7.88888888888889,3.17979733805649,40,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2.6,9.7,5.8,5.32676056338028,2.03897437428575,1,26,1,2.07179487179487,0.111111111111111,12.75,0.333333333333333,0.744102564102564,0,1,0.102499878410583,0.255902018793853
net_be_se1999,West,Upper,60,BE_SE,1999,2003,5,0,stable,LIB-V;SOC-F;LIB-F;SOC-V;ECOLO,77,395,0.0674982911825017,570,259,1232,921,1,10,1,2.16140350877193,3.36363636363636,8.12987012987013,56,76,55,19,52,1,2,1,5,1,2.2987012987013,-0.348128056484971,98.7012987012987,1934,1973,1950,1950.97368421053,0,0,10,1,12,9,7.7,3.83115880351856,50,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2.6,9.7,5.8,5.2,2.16092572755289,1,17,1,1.58481012658228,0.111111111111111,5.75952380952381,0.333333333333333,0.620253164556962,0,1,0.133333333333333,0.266880037542645
net_be_se2003,West,Upper,60,BE_SE,2003,2007,5,0,stable,LIB-V;SOC-F;LIB-F;SOC-V,81,412,0.0635802469135802,1003,481,2013,1491,1,9,1,2.00697906281157,5.90123456790123,11.5925925925926,64,79,62,27,43,1,3,1,9,1,3.5679012345679,-0.338620832884885,98.7654320987654,1939,1977,1954,1954.9625,0,0,9,1,16,10,9,4.9749371855331,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2.6,9.7,5.8,5.3925,2.25201878491165,1,34,1,2.27912621359223,0.125,21,0.5,1.10679611650485,0,1,0.115948048025372,0.251368840561412
net_be_se2007,West,Upper,60,BE_SE,2007,2010,4,0,mixed,NA,85,428,0.0599439775910364,951,495,2110,1654,1,9,2,2.21871713985279,5.82352941176471,13.2470588235294,69,82,66,36,40,0,4,1,13,5,4.81176470588235,-0.475090873088947,100,1938,1983,1958,1958.91764705882,0,0,10,1,13,8.5,8.5,4.06201920231798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,2.6,9.7,5.8,5.48588235294118,2.09569586926887,1,25,1,2.63084112149533,0.125,15.2595238095238,0.5,1.14485981308411,0,1,0.150943396226415,0.265696512517278
net_be_se2010,West,Upper,60,BE_SE,2010,2014,5,0,mixed,NA,82,578,0.0870219813309244,1179,715,2873,2409,1,10,2,2.43681085665818,8.71951219512195,20.0975609756098,71,80,69,33,37,0,5,1,16,4,4.69512195121951,-0.360778541767213,100,1939,1983,1962,1962.21951219512,0,0,9,4,15,8,9.11111111111111,3.55121262544375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2.6,9.7,5.8,5.20731707317073,1.98561372095398,1,39,2,2.85121107266436,0.111111111111111,30.6666666666667,0.476190476190476,1.23010380622837,0,1,0.142857142857143,0.276233005007922
net_bg2005,East,Unicameral,240,BG,2005,2009,5,0,stable,KB;NMS;DPS,209,427,0.00982241442767759,692,282,1245,835,1,20,1,1.79913294797688,1.34928229665072,2.64593301435407,117,187,95,49,101,0,2,0,4,4,2.06698564593301,-0.139566677873477,100,1937,1982,1956,1956.64114832536,100,27,7,12,80,18,29.8571428571429,24.5793176704085,148,61,63,1,31,13,13.6666666666667,7.19991039370764,1,4,1,1.435,46.8384074941452,209,2.9,7.9,5.5,4.77177033492823,1.66349875288397,1,30,1,1.29508196721311,0.0526315789473684,30,0.5,0.660421545667447,0.00843881856540084,1,0.403225806451613,0.522937473091711
net_bg2009,East,Unicameral,240,BG,2009,2013,5,0,single,GERB,253,1114,0.0174728652989523,425,306,2314,2195,1,130,3,5.44470588235294,1.20948616600791,7.46640316205534,111,246,104,57,185,0,2,0,4,0,1.07509881422925,-0.341183332172556,100,1939,1985,1963,1963.57312252964,100,27,6,12,131,26.5,42.1666666666667,44.8081093850953,131,122,45,3,39,13,15.5777777777778,9.4471950837005,1,4,1,1.26835443037975,35.4578096947935,253,2.9,8.7,7.4,6.22055335968379,1.80966663874085,1,19,1,1.69569120287253,0.00775193798449612,8.5,0.132478632478632,0.274685816876122,0.0119379228014326,1,0.333333333333333,0.480173480749858
net_bg2013,East,Unicameral,240,BG,2013,2014,2,0,stable,KB;DPS,245,732,0.0122448979591837,190,169,1407,1386,1,96,5,7.40526315789474,0.689795918367347,4.96734693877551,73,244,72,61,150,0,2,0,4,0,1.55102040816327,-0.221435691559128,100,1942,1991,1966,1966.31020408163,100,27,4,23,100,61,61.25,38.395963329496,122,123,45,4,24,13,14.9111111111111,6.98967492488424,1,4,1,1.26694915254237,32.2404371584699,245,2.9,7.4,5.5,5.21673469387755,1.98742087970683,1,15,1,1.66256830601093,0.0105263157894737,2.05555555555556,0.125,0.230874316939891,0.00739827373612824,1,0.298362603324892,0.455769116391303
net_bg2014,East,Unicameral,240,BG,2014,2018,2,1,stable,GERB;KB,245,1256,0.0210103713616594,258,234,2887,2863,1,180,8,11.1899224806202,0.955102040816327,10.730612244898,79,243,77,48,101,0,2,0,4,4,2.35102040816327,-0.152143154281805,100,1942,1991,1968,1966.99183673469,100,27,6,11,87,40.5,40.8333333333333,27.5856242754567,138,107,42,3,22,20,15.5714285714286,6.42078506385605,1,4,1,1.31632653061224,23.4076433121019,245,2.9,7.4,7.4,5.94367346938775,1.86727939847179,1,23,1,2.09315286624204,0.00558659217877095,8.4827380952381,0.1,0.186305732484076,0.00663758771098047,1,0.241379310344828,0.4518351607696
net_ch_cn1995,West,Lower,200,CH_CN,1995,1999,5,0,stable,PSS;PLR;PDC;UDC,219,2084,0.0436512923631184,184,118,3000,2934,1,96,10,16.304347826087,0.538812785388128,12.8401826484018,65,218,64,52,89,0,2,0,4,4,2.37442922374429,-0.29307742260922,100,1926,1974,1945,1945.10502283105,100,25,16,1,61,4.5,13.6875,18.9022705867135,174,45,16,11,46,30.5,29.5625,6.85048660072164,1,3,1,1.16496598639456,28.2149712092131,219,0.5,9.4,4.7,4.66255707762557,2.42318026685432,1,8,1,1.34932821497121,0.0105263157894737,2,0.0357142857142857,0.0565677858661265,0.0571428571428571,1,1,0.730308844558123
net_ch_cn1999,West,Lower,200,CH_CN,1999,2003,5,0,stable,PSS;UDC;PLR;PDC,211,3694,0.083367185736854,190,156,4797,4763,1,116,17,25.2473684210526,0.739336492890995,21.8293838862559,91,211,91,50,88,0,3,0,8,4,3.46919431279621,-0.226539388241015,100,1931,1977,1948,1948.68720379147,100,26,15,1,53,3,14.0666666666667,19.125400711644,176,35,16,3,27,21,20.25,5.96098425877248,1,3,1,1.04695652173913,15.5657823497564,211,0.5,9.4,4.7,4.82369668246445,2.36359443441922,1,7,1,1.24688684353005,0.00869565217391304,1.66666666666667,0.0255284552845528,0.0422005654815617,0.0310518875111623,1,1,0.720395296892205
net_ch_cn2003,West,Lower,200,CH_CN,2003,2007,5,0,stable,UDC;PSS;PLR;PDC,224,3807,0.0762131646380525,251,206,5866,5821,1,121,19,23.3705179282869,0.919642857142857,25.0669642857143,98,224,98,58,79,0,4,0,12,4,4.48214285714286,-0.347341534895483,100,1934,1978,1952,1952.45982142857,100,26,14,1,60,3,16,21.5763403184706,189,35,20,19,38,28,28.55,4.04546529755036,1,4,1,1.22107081174439,30.4176516942474,224,0.5,9.4,4.7,4.74866071428571,2.43356535781078,1,8,1,1.474914630943,0.00833333333333333,2.18333333333333,0.0357142857142857,0.0541108484370896,0.0120819180598121,1,0.640770605735241,0.624944000147084
net_ch_cn2007,West,Lower,200,CH_CN,2007,2011,5,0,mixed,NA,220,4807,0.0997716894977169,344,295,7567,7518,1,116,17,21.9970930232558,1.34090909090909,32.8318181818182,118,220,118,63,70,0,5,0,16,4,5.27272727272727,-0.403174434265593,100,1931,1982,1955,1956.37272727273,100,26,13,1,62,4,16.9230769230769,20.6577731070798,NA,NA,14,16,33,30.5,28.7142857142857,4.51371536249533,1,3,1,1.07824726134585,26.586228416892,220,0.5,8.7,5.55,4.93909090909091,2.42591019324096,1,10,1,1.50260037445392,0.00869565217391304,1.18030303030303,0.0357142857142857,0.0613688371125442,0.0176611285614978,1,0.492307692307692,0.569053881309797
net_ch_cn2011,West,Lower,200,CH_CN,2011,2015,5,0,stable,UDC;PSS;PLR;PDC;PBD,226,3889,0.0764798426745329,269,222,5336,5289,1,116,16,19.8364312267658,0.982300884955752,22.4159292035398,117,226,117,67,88,0,6,0,20,4,5.07964601769912,-0.440837825927218,100,1931,1987,1960,1961.08849557522,100,26,11,1,61,12,20.5454545454545,21.1913361370332,189,37,15,19,35,30,29.1333333333333,4.15531787793265,1,2,1,1.08806818181818,27.1535098997172,226,1.7,8.7,6.25,4.89646017699115,2.42307166688308,1,9,1,1.30264849575726,0.00869565217391304,0.759523809523809,0.0344827586206897,0.0570689576936457,0.0315944034699836,1,0.681684622918707,0.634771822465031
net_ch_cs1995,West,Upper,46,CH_CS,1995,1999,5,0,stable,PSS;PLR;PDC;UDC,51,150,0.0588235294117647,21,15,247,241,1,38,8,11.7619047619048,0.294117647058824,4.43137254901961,10,51,10,8,19,0,2,0,4,4,2.50980392156863,-0.275914899540677,100,1930,1954,1942,1941.74509803922,100,26,6,1,20,6,8.5,7.76530746332687,48,3,15,8,23,16,15.6666666666667,3.63841933236058,1,5,2,1.90625,85.3333333333333,51,1.8,7.4,6.3,5.48823529411765,1.60045581742496,1,3,1,1.50666666666667,0.027027027027027,1,0.0769230769230769,0.1,0.20695652173913,1,1,0.802546097903561
net_ch_cs1999,West,Upper,46,CH_CS,1999,2003,5,0,stable,PSS;UDC;PLR;PDC,48,297,0.131648936170213,27,23,391,387,1,32,16,14.4814814814815,0.479166666666667,7.58333333333333,17,48,17,9,22,0,3,0,8,4,3,0.0499768775405155,100,1936,1957,1944.5,1945.77083333333,100,26,4,6,18,12,12,5.47722557505166,48,0,16,3,16,11.5,10.9375,3.45386257205852,1,4,1,1.3979057591623,64.3097643097643,48,1.8,7.4,6.3,5.44375,1.69854834766683,1,4,1,1.22558922558923,0.032258064516129,1.05263157894737,0.0526315789473684,0.0774410774410774,0.0431654676258993,1,1,0.807252997364438
net_ch_cs2003,West,Upper,46,CH_CS,2003,2007,5,0,stable,UDC;PSS;PLR;PDC,47,274,0.126734505087882,35,27,355,347,1,29,8,10.1428571428571,0.574468085106383,6.80851063829787,20,47,20,11,10,0,4,0,12,4,5.4468085106383,-0.319434085587832,100,1936,1972,1946,1948.25531914894,100,26,4,8,15,12,11.75,3.30403793359983,47,0,18,5,16,14,13.2777777777778,2.58515116307494,1,6,1,1.76388888888889,78.8321167883212,47,1.8,7.4,4.7,5.01914893617021,1.94194415111029,1,2,1,1.16788321167883,0.0357142857142857,1,0.0625,0.0985401459854015,0.157894736842105,1,1,0.859533656145419
net_ch_cs2007,West,Upper,46,CH_CS,2007,2011,5,0,mixed,NA,50,167,0.0681632653061224,28,20,216,208,1,31,6,7.71428571428571,0.4,3.76,15,50,15,9,22,0,5,0,16,4,5.36,-0.484100131647173,100,1942,1979,1952,1952.16,100,26,8,1,14,4.5,6.25,5.49675228787743,NA,NA,14,5,17,15,14,3.08843998459765,1,5,1,1.62698412698413,75.4491017964072,50,1.7,7.4,4.7,4.794,2.04204879111791,1,2,1,1.12574850299401,0.0333333333333333,1,0.1,0.119760479041916,0.166666666666667,1,1,0.745298875932346
net_ch_cs2011,West,Upper,46,CH_CS,2011,2015,5,0,stable,UDC;PSS;PLR;PDC;PBD,44,114,0.0602536997885835,25,12,144,131,1,26,1,5.76,0.272727272727273,2.70454545454545,11,44,11,8,17,1,6,0,20,4,4.18181818181818,-0.312811800310714,100,1945,1979,1956,1956.52272727273,100,26,8,1,12,3.5,5.5,5.04267502706365,40,4,13,9,16,13,12.6153846153846,1.66024403519792,1,3,1,1.45238095238095,73.6842105263158,43,1.7,7.4,4.7,4.74418604651163,2.06285774104776,1,2,1,1.04385964912281,0.04,0.5,0.0666666666666667,0.105263157894737,0.285714285714286,1,1,0.898496240601504
net_cz_po1996,East,Lower,200,CZ_PO,1996,1998,3,0,stable,ODS;KDU;ODA,184,655,0.0194523639819435,174,172,2234,2232,1,79,6,12.8390804597701,0.934782608695652,11.195652173913,40,181,37,30,124,0,2,0,5,0,1.6304347826087,-0.0270803977854493,100,1929,1974,1951,1951.53260869565,100,8,6,13,61,20,30.6666666666667,20.7525098883645,83,101,14,10,34,20,20.2142857142857,6.33887361297878,1,2,1,1.12587412587413,21.8320610687023,184,0.7,9.8,5.8,5.20597826086957,2.79654687920876,2,30,2,3.14503816793893,0.0256410256410256,8.66666666666667,0.0645161290322581,0.262595419847328,0.04,1,1,0.785706120371907
net_cz_po1998,East,Lower,200,CZ_PO,1998,2002,5,0,stable,CSSD;ODS,204,1414,0.0341446923597025,494,494,4450,4450,2,86,5,9.0080971659919,2.42156862745098,19.343137254902,99,204,99,32,95,0,4,0,8,3,2.51960784313725,-0.10885304134645,100,1928,1974,1952,1952.53921568627,100,8,5,20,74,24,40.8,26.0230666909187,138,66,55,1,28,11,12.4181818181818,6.08182145319576,1,4,1,1.42600896860987,31.5417256011315,204,0.7,7.4,5.8,4.82352941176471,2.44438338686627,2,16,2,2.79066478076379,0.0246913580246914,6.63333333333333,0.181818181818182,0.349363507779349,0.00653306409190409,1,0.236661384046487,0.410411954085783
net_cz_po2002,East,Lower,200,CZ_PO,2002,2006,5,0,stable,CSSD;KDU;US,214,1326,0.0290904304330657,392,390,4444,4442,1,100,7,11.3367346938776,1.82242990654206,18.8971962616822,86,214,86,34,95,0,6,0,13,5,4.15420560747664,-0.13921608975492,100,1929,1981,1954,1954.30373831776,100,14,5,1,71,44,42.8,27.9857106395389,105,109,71,4,29,11,12.5352112676056,6.11515911699417,1,4,1,1.5780487804878,30.920060331825,214,0.7,7.4,3,4.31495327102804,2.56144412533161,2,34,2,3.04977375565611,0.0202020202020202,11.5690476190476,0.17037037037037,0.294117647058824,0.00907833304513228,1,0.357142857142857,0.494512140185434
net_cz_po2006,East,Lower,200,CZ_PO,2006,2010,5,0,mixed,NA,215,1760,0.0382525537926538,424,424,5576,5576,2,67,7,13.1509433962264,1.97209302325581,23.953488372093,88,213,86,38,99,0,6,0,18,5,4.64651162790698,-0.158658618590225,100,1929,1981,1957,1957.71162790698,100,14,5,6,84,27,43,37.7160443312922,NA,NA,72,5,26,10,12.2222222222222,5.96048542834147,1,5,1,1.49500998003992,28.4659090909091,215,0.7,7.4,3,4.65627906976744,2.46861516975319,2,18,2,2.92613636363636,0.0303030303030303,6.7342803030303,0.0978494623655914,0.240909090909091,0.0040196646868803,1,0.285714285714286,0.444234220282648
net_cz_po2010,East,Lower,200,CZ_PO,2010,2013,4,0,stable,ODS;TOP09;VV,209,1549,0.0356321310268679,362,362,5672,5672,2,81,8,15.6685082872928,1.73205741626794,25.3301435406699,89,209,89,44,112,0,8,0,23,0,4.54066985645933,-0.277969810492482,100,1937,1986,1962,1961.92822966507,100,14,5,22,64,42,41.8,18.088670487352,119,90,67,3,38,11,13.8955223880597,7.88964478279812,1,5,1,1.428,32.2788896061975,209,0.7,7.4,6,5.07177033492823,2.51570398942025,2,22,2,3.4176888315042,0.0253164556962025,4,0.1,0.23369916074887,0.0254237288135593,1,1,0.682612846467211
net_cz_po2013,East,Lower,200,CZ_PO,2013,2017,3,1,stable,CSSD;ANO2011;KDU,204,1256,0.0303293731285618,118,118,1953,1953,2,95,13,16.5508474576271,0.57843137254902,8.97549019607843,58,204,58,42,120,0,9,0,27,0,3.77450980392157,-0.139447881686544,100,1937,1986,1963,1962.82843137255,100,14,7,14,51,27,29.1428571428571,15.5716470058947,114,90,67,2,30,10,12.1940298507463,6.56953207588373,1,4,1,1.33125,25.4777070063694,204,0.7,7.4,6,4.76911764705882,2.42037272826448,1,7,1,1.4578025477707,0.0106382978723404,2.25,0.03125,0.0939490445859873,0.00689678150196575,1,1,0.756959120011154
net_cz_se1996,East,Upper,81,CZ_SE,1996,1998,3,0,stable,ODS;KDU;ODA,49,58,0.0246598639455782,12,12,77,77,4,12,6,6.41666666666667,0.244897959183673,1.3265306122449,10,45,6,5,NA,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,100,38,5,1,23,7,9.8,9.1214034007931,33,16,13,1,11,5,4.92307692307692,3.61620285339789,1,3,1,1.20689655172414,50,48,3,7.4,7.1,5.77291666666667,1.96520147668671,1,2,1,1.12068965517241,0.0909090909090909,0.583333333333333,0.166666666666667,0.206896551724138,0.428571428571429,1,1,0.972906403940887
net_cz_se1998,East,Upper,81,CZ_SE,1998,2002,5,0,stable,CSSD;ODS,73,151,0.0287290715372907,18,18,183,183,4,24,8,10.1666666666667,0.246575342465753,2.26027397260274,13,72,12,9,30,0,2,0,2,2,1.17808219178082,NA,0,NA,NA,NA,NA,100,54,7,2,25,8,10.4285714285714,7.63450812336422,33,40,31,1,6,3,3.2258064516129,1.40735395735768,1,2,1,1.09090909090909,7.28476821192053,73,0.7,7.4,7.1,6.28630136986301,1.64336334222881,1,3,1,1.09271523178808,0.0434782608695652,0.633333333333333,0.0909090909090909,0.119205298013245,0.136363636363636,1,1,0.787028911265503
net_cz_se2002,East,Upper,81,CZ_SE,2002,2006,5,0,stable,CSSD;KDU;US,74,177,0.0327656423546835,22,20,237,235,1,31,8,10.7727272727273,0.27027027027027,2.90540540540541,12,71,9,10,37,4,4,0,6,1,2,NA,0,NA,NA,NA,NA,100,53,11,1,36,4,6.72727272727273,10.0507801596782,17,57,44,1,6,2,2.43181818181818,1.4042746579678,1,2,1,1.16666666666667,6.77966101694915,69,3,7.4,7.4,6.74202898550725,1.069690141652,1,4,1,1.21468926553672,0.0333333333333333,0.535714285714286,0.0555555555555556,0.112994350282486,0.16,1,1,0.789130571249215
net_cz_se2006,East,Upper,81,CZ_SE,2006,2010,5,0,mixed,NA,66,103,0.024009324009324,50,25,192,167,1,19,1.5,3.84,0.378787878787879,2.15151515151515,14,63,11,10,22,3,6,0,10,2,3.21212121212121,NA,0,NA,NA,NA,NA,100,51,10,1,36,3,6.6,10.7723926982098,NA,NA,44,1,6,2,2.36363636363636,1.29562607818031,1,2,1,1.125,7.76699029126214,62,0.7,7.4,7.4,5.99516129032258,2.06202410659573,1,5,1,1.37864077669903,0.0555555555555556,1.25,0.198412698412698,0.242718446601942,0.0567206863679695,1,0.363636363636364,0.524341936010932
net_cz_se2010,East,Upper,81,CZ_SE,2010,2013,4,0,stable,ODS;TOP09;VV,80,233,0.0368670886075949,39,31,290,282,1,40,4,7.43589743589744,0.3875,3.1375,20,80,20,15,21,4,8,0,14,2,3.7,NA,0,NA,NA,NA,NA,100,61,7,1,42,4,11.4285714285714,15.725320800725,25,55,43,1,7,3,2.81395348837209,1.51588122969679,1,2,1,1.16666666666667,5.15021459227468,75,0.7,7.4,3,4.62933333333333,2.15141520571632,1,3,1,1.07725321888412,0.0256410256410256,1.59090909090909,0.0625,0.133047210300429,0.0571428571428571,1,1,0.688260428338865
net_cz_se2013,East,Upper,81,CZ_SE,2013,2017,3,1,stable,CSSD;ANO2011;KDU,85,196,0.0274509803921569,37,29,345,337,1,39,6,9.32432432432432,0.341176470588235,3.61176470588235,13,85,13,16,29,8,11,0,16,2,3.34117647058824,NA,0,NA,NA,NA,NA,100,57,11,1,49,2,7.72727272727273,14.0931962953115,56,29,52,1,7,2,2.5,1.43486010795888,1,1,1,1,3.06122448979592,74,0.7,7.4,3,4.02432432432432,1.83555529359335,1,7,1,1.56632653061224,0.0263157894736842,1.12896825396825,0.0679824561403509,0.147783251231527,0.0613885505481121,1,0.539023704675349,0.604389719765396
net_dk2004,North,Unicameral,179,DK,2001,2004,4,1,stable,V;KFP,108,365,0.0315853236413984,475,203,1135,863,1,12,1,2.38947368421053,1.87962962962963,6.11111111111111,58,104,54,41,31,3,8,1,8,4,4.91666666666667,-0.348605725487554,100,1936,1980,1955,1956.87962962963,100,20,9,1,48,6,12,14.8660687473185,6,102,44,1,11,4,5,2.8366373804043,1,3,1,1.23076923076923,10.6849315068493,105,0.9,9,3.8,4.82761904761905,2.40690094544253,1,14,1,1.80821917808219,0.0909090909090909,8.2,0.253968253968254,0.556164383561644,0.0350877192982456,1,0.5,0.569853065720774
net_dk2005,North,Unicameral,179,DK,2005,2007,3,0,stable,V;KFP;DFP,120,582,0.0407563025210084,677,329,1863,1515,1,11,1,2.75184638109306,2.74166666666667,9.88333333333333,76,114,70,46,6,4,9,0,9,5,5.33333333333333,-0.367226128681533,100,1936,1983,1956,1957.475,100,22,11,1,53,4,10.9090909090909,15.5592708405924,27,93,44,1,11,4,5.25,2.97372212148579,1,3,1,1.296875,10.9965635738832,116,0.9,9,3.8,4.74396551724138,2.4052944786939,1,20,1,2.03780068728522,0.1,8.15833333333333,0.333333333333333,0.565292096219931,0.0103172556100077,1,0.371710526315789,0.493953593853857
net_dk2007,North,Unicameral,179,DK,2007,2011,5,0,mixed,NA,140,1039,0.0533915724563207,1485,736,4466,3717,1,14,1,3.00740740740741,5.35,21.2,108,137,105,54,44,4,13,0,15,4,5.14285714285714,-0.470688801479184,100,1937,1985,1963.5,1961.89285714286,100,28,12,1,52,4.5,11.6666666666667,15.66892311281,NA,NA,47,1,16,6,5.93617021276596,3.74400538437432,1,4,1,1.55752212389381,10.8758421559192,136,0.9,9,3.8,4.75441176470588,2.55475932466674,1,75,1,2.85659287776708,0.0909090909090909,29.2333333333333,0.333333333333333,0.706400120572402,0.00496031746031746,1,0.25,0.403307522603114
net_dk2011,North,Unicameral,179,DK,2011,2015,5,0,stable,SD;RV;SFP;E;JF;IA;S,124,627,0.0411093627065303,1273,509,3137,2373,1,18,1,2.46425765907306,4.14516129032258,14.991935483871,90,116,82,47,48,1,9,1,12,2,4.33064516129032,-0.381324580239547,100,1942,1986,1966.5,1965.66129032258,100,28,13,1,35,4,9.53846153846154,10.7285863049408,44,80,49,1,13,6,6,4.04145188432738,1,4,1,1.46575342465753,11.6427432216906,123,0.9,9,7.2,5.62357723577236,2.93671170241209,1,38,1,2.96491228070175,0.0833333333333333,8.25238095238095,0.375,0.810788760915414,0.0141877512414282,1,0.363636363636364,0.452469310889561
net_dk2015,North,Unicameral,179,DK,2015,2019,1,1,single,V,62,121,0.0319936541512427,122,46,337,261,1,14,1,2.76229508196721,0.758064516129032,3.45161290322581,21,57,16,23,2,6,8,1,12,4,4.45161290322581,-0.246093667155361,100,1943,1993,1973,1971.12903225806,100,19,8,1,23,5,7.75,7.74135462490716,0,62,32,1,6,2,2.53125,1.26960433257386,1,2,1,1.28571428571429,5.78512396694215,56,0.9,9,6,5.29464285714286,3.60501769723848,1,11,1,1.76859504132231,0.111111111111111,2.69444444444444,0.2,0.378099173553719,0.0307692307692308,1,1,0.718938016697912
net_ee2007,East,Unicameral,101,EE,2007,2011,5,0,mixed,NA,99,159,0.0163883735312307,126,18,301,193,1,66,1,2.38888888888889,NA,1.74747474747475,9,97,7,21,44,0,5,0,16,4,3.67676767676768,-0.329123822463772,100,1937,1985,1960,1959.88888888889,100,12,6,6,30,14.5,16.5,10.4067285925982,NA,NA,14,6,19,12.5,12.6428571428571,4.18067243132274,1,1,1,1,11.3207547169811,99,4,8.5,5.6,6.20505050505051,1.96387651516356,1,3,1,1.08805031446541,0.0153846153846154,2,0.0192307692307692,0.0880503144654088,0.15,1,1,0.922327044025157
net_ee2011,East,Unicameral,101,EE,2011,2015,5,0,mixed,NA,78,89,0.0148185148185148,89,9,204,124,1,40,1,2.29213483146067,NA,1.55128205128205,6,75,3,17,28,0,6,0,20,4,4.30769230769231,-0.450433406134235,100,1942,1985,1965,1964.84615384615,100,12,4,14,34,15,19.5,9.67815409397198,NA,NA,14,1,32,15.5,14.5714285714286,7.93933038945773,1,2,1,1.23076923076923,29.2134831460674,78,4,8.5,7.9,6.60384615384615,1.94952157352371,1,3,1,1.35955056179775,0.0256410256410256,0.5,0.0526680526680527,0.101123595505618,0.214866434378629,1,0.441347270615563,0.57459969463258
