network,region,type,size,cty,start,end,duration,censored,government,coalition,nodes,edges,density,n_bills_au,n_bills_co,n_sigs_au,n_sigs_co,s_min,s_max,s_med,s_mu,mu_au,mu_co,n_au,n_co,n_both,n_fem,n_new,n_ind,ysio_n,ysio_min,ysio_max,ysio_med,ysio_mu,ysio_cor,born_p,born_min,born_max,born_med,born_mu,constituency_p,constituency_n,pg_n,pg_min,pg_max,pg_med,pg_mu,pg_sd,n_gov,n_opp,pc_n,pc_min,pc_max,pc_med,pc_mu,pc_sd,cc_min,cc_max,cc_med,cc_mu,cc_p,lr_n,lr_min,lr_max,lr_med,lr_mu,lr_sd,raw_min,raw_max,raw_med,raw_mu,nfw_min,nfw_max,nfw_med,nfw_mu,gsw_min,gsw_max,gsw_med,gsw_mu
net_ee2015,East,Unicameral,101,EE,2015,2018,1,1,stable,RE;SDE;IRL,83,99,0.0145459888333823,39,8,134,103,1,37,1,3.43589743589744,NA,1.19277108433735,8,81,6,22,32,0,7,0,24,4,5.63855421686747,-0.060708270833359,100,1938,1987,1965,1965.6265060241,100,12,6,3,27,11,13.8333333333333,10.2453241367302,45,38,15,5,10,8,7.66666666666667,1.58865022072498,1,1,1,1,15.1515151515152,83,4,8.5,7.4,6,1.88155358744816,1,1,1,1,0.027027027027027,0.25,0.0434782608695652,0.0808080808080808,1,1,1,1
net_fi1999,North,Unicameral,200,FI,1999,2002,4,0,mixed,NA,190,5968,0.166193260930103,547,401,13271,13125,1,203,10,24.2614259597806,2.11052631578947,44.9526315789474,127,189,126,73,59,0,21,0,25,5,6.56315789473684,-0.377863130179702,100,1925,1975,1949,1951.7,100,15,8,1,50,15.5,23.75,19.1516504324226,NA,NA,51,1,108,15,30.843137254902,31.3090226925208,1,10,3,2.96474416922799,92.6776139410188,190,2.2,7.2,5.8,5.23578947368421,1.72254983813594,1,11,1,1.4311327077748,0.00694444444444444,2.45138888888889,0.0238095238095238,0.0599601204936325,0,1,0.184736039503304,0.403755110654487
net_fi2003,North,Unicameral,200,FI,2003,2006,4,0,stable,KESK;SD;R,194,5002,0.13359329095668,663,528,12841,12706,1,225,10,19.36802413273,2.72164948453608,48,121,194,121,77,57,0,22,0,29,5,7.51030927835052,-0.422631413182145,100,1935,1977,1953,1955.00515463918,100,15,9,1,50,15,21.5555555555556,20.0880008407451,106,88,54,1,111,13,30.1851851851852,32.4654092111601,1,10,3,2.89093214965124,94.5821671331467,194,2.2,7.2,5.8,5.15257731958763,1.7187230338387,1,18,1,1.86165533786485,0.00564971751412429,4.5,0.0256410256410256,0.094531631350581,0,1,0.176744186046512,0.397043444086775
net_fi2007,North,Unicameral,200,FI,2007,2010,4,0,stable,KESK;KOK;VIHR;R,191,3032,0.0835491871038854,545,414,8728,8597,1,179,9,16.0146788990826,2.16753926701571,31.8586387434555,91,190,90,80,64,0,24,0,33,5,7.81151832460733,-0.514483346570955,100,1937,1982,1957,1957.96335078534,100,15,9,2,47,14,21.2222222222222,18.7868157079491,112,79,53,1,109,12,29.811320754717,31.5735140973068,1,10,2,2.80207216863165,92.3153034300792,191,2.2,7.2,5.8,5.19371727748691,1.72838905941339,1,26,1,2.00692612137203,0.00719424460431655,6.11025641025641,0.03125,0.11805300037236,0,1,0.5,0.549493750178623
net_fi2011,North,Unicameral,200,FI,2011,2014,4,1,mixed,NA,202,4477,0.110265504162357,335,276,11818,11759,1,206,25,35.2776119402985,1.36633663366337,40.5148514851485,98,200,96,95,80,0,26,0,37,5,7.22277227722772,-0.447980319442576,100,1933,1986,1963,1962.58415841584,100,15,10,1,44,11.5,20.2,17.7375934732483,NA,NA,51,1,94,15,28.5490196078431,29.0015956288548,1,10,2,2.42827687776141,75.8320303774849,201,2.2,7.2,5.8,5.48457711442786,1.65837599635114,1,48,1,1.82800982800983,0.00671140939597315,3.25,0.0188129305776365,0.0573847989268024,0,1,0.853237999130931,0.605219212246024
net_fr_an1986,West,Lower,577,FR_AN,1986,1988,3,0,stable,DRO;CEN,325,4185,0.0397435897435897,590,192,7052,6654,1,174,1,11.9525423728814,0.584615384615385,19.5353846153846,96,322,93,9,152,6,29,0,34,4,6.72307692307692,-0.591506637344828,100,1902,1957,1933,1933.29230769231,100,104,6,1,137,35,54.1666666666667,56.5346501418968,248,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,1.4,9.7,7.5,6.72257053291536,1.68774485031295,1,12,1,1.51708482676225,0.00578034682080925,2,0.0212765957446809,0.0453230202094302,0.00343289598585231,1,0.57499949791058,0.571074150289428
net_fr_an1988,West,Lower,577,FR_AN,1988,1993,6,0,mixed,NA,306,7098,0.0760527161684346,965,336,13245,12616,1,153,1,13.7253886010363,1.08169934640523,38.9967320261438,125,298,117,18,84,15,33,0,37,5.5,8.03921568627451,-0.625033750717647,100,1902,1957,1937,1935.78104575163,100,90,5,15,122,29,61.2,52.6136864323343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,1.4,7.5,6.1,5.99415807560137,1.88643073730526,1,16,1,1.68117779656241,0.00657894736842105,3,0.025,0.0465848905981075,0.00409836065573771,1,0.387842465753425,0.492627893797335
net_fr_an1997,West,Lower,577,FR_AN,1997,2002,6,0,stable,SOC;COM;RAD,561,10147,0.032298828622358,1115,524,18393,17802,1,232,1,16.4959641255605,0.919786096256685,30.4848484848485,180,559,178,60,211,5,35,0,42,4,7.23707664884135,-0.499454230569999,100,1911,1969,1945,1944.45811051693,100,104,6,5,238,73.5,93.5,87.8014806253289,304,257,9,2,46,22,22.7777777777778,13.7729606274194,1,2,1,1.04761904761905,0.413915442988075,556,1.4,7.5,4.1,4.80377697841727,2.00851433972338,1,16,1,1.68542426332906,0.00432900432900433,2.94139344262295,0.0232558139534884,0.0507838550085123,0.0021602727655799,1,0.300847240051348,0.43542156102587
net_fr_an2002,West,Lower,577,FR_AN,2002,2007,6,0,stable,DRO;CEN,594,33299,0.0945344393911004,1473,857,58281,57665,1,300,5,39.5661914460285,1.44276094276094,95.5218855218855,287,594,287,77,227,20,35,0,43,5,7.36026936026936,-0.460991825146501,100,1921,1975,1948,1948.29292929293,100,105,5,20,384,29,118.8,156.104772508722,413,181,15,4,49,8,15.1333333333333,13.1685049952348,1,3,1,1.03778337531486,1.19222799483468,574,1.4,7.5,7.5,6.14790940766551,2.06087651902843,1,23,1,1.70395507372594,0.00334448160535117,6,0.0126582278481013,0.0257153840627896,0.0022708276221661,1,0.367567567567568,0.474144223951236
net_fr_an2007,West,Lower,577,FR_AN,2007,2012,6,0,stable,DRO;CEN,599,18618,0.0519762592056996,1811,1219,56062,55470,1,228,17,30.9563776918829,1.51585976627713,48.559265442404,283,597,281,111,171,7,37,0,49,5,8.54924874791319,-0.471038699434405,100,1929,1978,1951,1951.95158597663,100,105,5,7,341,25,119.8,147.1179798665,366,233,11,9,52,39,33.4545454545455,13.7649092722301,1,2,1,1.02114427860697,4.31840154689011,592,1.4,7.5,7.5,5.72635135135135,2.1823352178909,1,29,1,1.56230529595016,0.00543478260869565,7.53799019607843,0.0227272727272727,0.0485200186247082,0.00399443780812452,1,0.23943661971831,0.416583949262074
net_fr_an2012,West,Lower,577,FR_AN,2012,2017,4,1,mixed,NA,576,13705,0.0413798309178744,1240,833,35004,34597,1,310,14.5,28.2290322580645,1.41145833333333,50.4722222222222,207,576,207,156,220,7,36,0,41,5,7.89930555555556,-0.518353915862123,100,1936,1989,1956.5,1957.36284722222,100,105,7,7,297,18,82.2857142857143,116.805699469553,NA,NA,14,1,71,65.5,51.6428571428571,24.16484141143,1,2,1,1.02549019607843,14.8850784385261,569,1.4,7.5,3.2,4.80755711775044,2.08957738179181,1,30,1,2.12126960963152,0.0053475935828877,4.72063492063492,0.0285714285714286,0.0592979563039655,0.00222222343595345,1,0.308326811513186,0.424025293489659
net_fr_se1986,West,Upper,348,FR_SE,1986,1988,3,0,stable,DRO;CEN,257,708,0.010761186770428,194,129,1624,1559,1,55,4.5,8.37113402061856,0.501945525291829,5.32295719844358,59,247,49,6,46,3,22,0,27,6,8.08171206225681,-0.445958486164377,100,1905,1951,1925,1925.47859922179,100,101,6,3,97,36,42.8333333333333,35.0794336708372,164,93,16,1,65,2,18.5625,23.9915783835356,1,1,1,1,23.0225988700565,254,1.4,7.5,6.1,5.39566929133858,1.8934307447227,1,12,1,1.93220338983051,0.0208333333333333,2,0.0909090909090909,0.17998385794996,0.0498785425101215,1,1,0.683662207568487
net_fr_se1988,West,Upper,348,FR_SE,1988,1993,6,0,mixed,NA,375,2411,0.0171907308377897,486,308,5255,5077,1,91,4,10.8127572016461,0.810666666666667,12.352,102,373,100,17,96,9,24,0,29,5,7.488,-0.518629062017713,100,1898,1957,1926,1927.68266666667,100,107,6,9,136,52,62.5,50.9539007338987,NA,NA,24,1,89,2,17.4583333333333,28.8609547684225,1,1,1,1,23.2683533803401,366,1.4,7.5,6.1,5.60027322404372,1.94541256861633,1,26,1,1.92119452509332,0.0111111111111111,7.34444444444444,0.037037037037037,0.125452506008214,0.00130543970085517,1,0.75,0.593503961049023
net_fr_se1993,West,Upper,348,FR_SE,1993,1997,5,0,stable,DRO;CEN,393,2768,0.0179674923404476,593,315,6819,6541,1,204,2,11.4991568296796,0.78117048346056,15.1933842239186,107,392,106,23,124,11,26,0,34,7,8.0381679389313,-0.540050413013408,100,1904,1957,1930,1931.51908396947,100,107,6,11,158,54.5,65.5,56.0026785073714,250,143,40,1,87,2,10.975,22.0052295649268,1,2,1,1.00358422939068,20.1589595375723,382,1.4,7.5,6.1,5.63455497382199,2.00275654809395,1,25,1,2.15715317919075,0.00492610837438424,3,0.0469556243550052,0.110343768972857,0.00293504276454213,1,0.385416666666667,0.505814949132344
net_fr_se1997,West,Upper,348,FR_SE,1997,2002,6,0,stable,SOC;COM;RAD,429,5554,0.0302485676317452,685,415,10338,10068,1,213,4,15.0919708029197,0.951048951048951,21.6386946386946,145,429,145,35,121,13,29,0,32,5,7.62237762237762,-0.593208745015103,100,1911,1963,1937,1936.40559440559,100,106,7,1,190,30,61.2857142857143,66.2915637813095,159,270,53,1,77,2,8.58490566037736,18.1515351779912,1,2,1,1.00472440944882,11.433201296363,416,1.4,7.5,6.1,5.55264423076923,2.13106517364629,1,19,1,1.67140799423839,0.00471698113207547,3.12462462462462,0.0264561115668581,0.0728132184718049,0.00432484382508409,1,0.455220800660338,0.528680561227845
net_fr_se2002,West,Upper,348,FR_SE,2002,2007,6,0,stable,DRO;CEN,404,3690,0.022664177087684,635,287,7491,7143,1,170,1,11.7968503937008,0.663366336633663,14.0965346534653,112,403,111,66,151,7,31,0,36,4,7.40841584158416,-0.541217147832809,100,1917,1968,1942,1941.49504950495,100,106,7,2,198,30,57.7142857142857,70.1206443346377,239,165,62,1,61,2,6.20967741935484,11.6677179652744,1,2,1,1.01094890510949,7.42547425474255,397,1.4,7.5,6.1,5.5624685138539,2.19429401272571,1,27,1,1.54336043360434,0.01,4.33333333333333,0.0256410256410256,0.0720076305498357,0.00613496932515337,1,1,0.624082843353426
net_fr_se2007,West,Upper,348,FR_SE,2007,2012,6,0,stable,DRO;CEN,496,7868,0.0320462691430433,917,543,15087,14713,1,177,5,16.4525627044711,1.07459677419355,27.4173387096774,191,496,191,110,186,7,29,0,34,3,6.65524193548387,-0.54822797140032,100,1917,1976,1947,1946.74596774194,100,108,7,7,203,34,70.8571428571429,80.1216337232098,251,245,67,1,39,2,4.7910447761194,7.60091165471703,1,2,1,1.01176470588235,2.16065073716319,489,1.4,7.5,6.1,5.18875255623722,2.19569630235393,1,33,1,1.72839349262837,0.00568181818181818,3.98675334910146,0.0285714285714286,0.0676818148251526,0.00350950618414226,1,0.524861878453039,0.552166800951341
net_fr_se2012,West,Upper,348,FR_SE,2012,2017,4,1,mixed,NA,451,6336,0.031219512195122,625,375,9838,9588,1,157,6,15.7408,0.802660753880266,19.0731707317073,174,448,171,111,192,7,28,0,35,4,6.55432372505543,-0.513796052624889,100,1925,1981,1950,1950.9889135255,100,108,7,7,181,23,64.4285714285714,72.9836902850154,NA,NA,68,1,9,1,2.16176470588235,1.80058277562295,1,1,1,1,0.110479797979798,444,1.4,7.5,6.1,5.22432432432432,2.14152605726483,1,21,1,1.35763888888889,0.00641025641025641,3,0.0263157894736842,0.0569324256707491,0.00465597516813244,1,1,0.672073546146906
net_hu1998,East,Unicameral,384,HU,1998,2002,5,0,stable,FIDESZ;FKGP;MDF,183,275,0.00825677055185252,858,192,1225,559,1,12,1,1.42773892773893,1.04918032786885,2.00546448087432,89,151,57,20,71,2,9,0,12,4,3.36065573770492,NA,0,NA,NA,NA,NA,100,21,7,2,75,21,26.1428571428571,25.287866467462,77,106,123,1,27,4,5.60975609756098,4.75572846351771,1,4,1,1.34313725490196,37.0909090909091,181,2.9,9.6,4,5.11436464088398,2.3100055939491,1,9,1,1.33454545454545,0.0909090909090909,9,0.5,0.698181818181818,0.029126213592233,1,0.416666666666667,0.539550956606633
net_hu2002,East,Unicameral,384,HU,2002,2006,5,0,stable,MSZP;SZDSZ,297,713,0.00811038311038311,968,286,2091,1409,1,43,1,2.16012396694215,0.962962962962963,3.78114478114478,114,284,101,30,98,2,12,0,16,4,4.45454545454545,NA,0,NA,NA,NA,NA,100,21,5,2,132,23,59.4,63.1411118052256,140,157,112,1,30,6,9.25892857142857,7.9454735663175,1,4,1,1.29249011857708,35.4838709677419,295,2.9,6.5,6.5,4.85118644067797,1.75454423093831,1,8,1,1.5750350631136,0.0238095238095238,4.5,0.21671826625387,0.401122019635344,0.0066006600660066,1,0.444444444444444,0.528204452194803
net_hu2006,East,Unicameral,384,HU,2006,2010,5,0,mixed,NA,267,613,0.00863112838275464,968,271,1905,1208,1,37,1,1.96797520661157,1.01498127340824,3.50936329588015,123,241,97,29,75,0,16,0,20,5,6.31835205992509,NA,0,NA,NA,NA,NA,100,21,5,8,124,23,53.4,52.5004761883166,NA,NA,71,1,33,6,9.54929577464789,7.68075281353958,1,4,1,1.28571428571429,34.257748776509,267,2.9,7.4,4,4.74644194756554,1.8505273784476,1,11,1,1.52854812398042,0.0277777777777778,5.45,0.25,0.442088091353997,0.0181818181818182,1,0.333333333333333,0.492542605924947
net_hu2010,East,Unicameral,384,HU,2010,2014,5,0,stable,FIDESZ;KDNP,378,989,0.0069400586641966,1522,516,3013,2007,1,260,1,1.9796320630749,1.36507936507937,3.94444444444444,136,375,133,34,183,13,20,0,20,4,4.85449735449735,NA,0,NA,NA,NA,NA,100,21,6,13,229,38.5,63,82.2411089419397,266,112,99,3,45,8,11.8888888888889,9.94155255079313,1,5,1,1.3710407239819,22.3458038422649,365,2.6,8.7,6.5,6.26821917808219,1.64968473716913,1,13,1,1.50758341759353,0.00386100386100386,9,0.25,0.521739130434783,0.000257620190553068,1,0.0833333333333333,0.284999023239097
net_hu2014,East,Unicameral,384,HU,2014,2018,2,1,stable,FIDESZ;KDNP,200,624,0.015678391959799,509,183,1422,1096,1,131,1,2.79371316306483,0.915,4.565,67,196,63,18,28,9,19,0,24,5,8.01,NA,0,NA,NA,NA,NA,100,21,6,5,115,20.5,33.3333333333333,41.0593066997808,132,68,36,3,45,6.5,9.02777777777778,7.886647345305,1,3,1,1.11304347826087,18.4294871794872,191,2.6,8.7,6.5,6.18900523560209,1.7416068064846,1,12,1,1.46314102564103,0.00769230769230769,7,0.0588235294117647,0.293269230769231,0.0125395899226826,1,1,0.739270803287266
net_ie_da1997,West,Lower,166,IE_DA,1997,2002,6,0,stable,FF;PD,19,12,0.0350877192982456,95,9,107,21,1,4,1,1.12631578947368,0.473684210526316,0.631578947368421,9,10,0,2,2,0,10,0,45,15,18.9473684210526,-0.614219601646137,100,1940,1963,1951,1951.31578947368,100,15,5,1,12,2,3.8,4.65832587954085,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.9,6.4,6.4,5.54736842105263,1.60809356452935,1,1,1,1,0.333333333333333,1,1,0.75,1,1,1,1
net_ie_da2002,West,Lower,166,IE_DA,2002,2007,6,0,stable,FF;PD,13,13,0.0833333333333333,65,8,82,25,1,5,1,1.26153846153846,0.615384615384615,1.30769230769231,7,9,3,0,8,0,5,0,35,0,6.53846153846154,-0.662208319519098,100,1945,1968,1959,1957.76923076923,100,12,3,2,6,5,4.33333333333333,2.08166599946613,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.3,6.4,2.4,2.59230769230769,1.76939798540894,1,2,1,1.30769230769231,0.25,1,0.5,0.615384615384615,1,1,1,1
net_ie_da2007,West,Lower,166,IE_DA,2007,2011,5,0,stable,FF;GP;PD,22,15,0.0324675324675325,73,9,88,24,1,5,1,1.20547945205479,0.409090909090909,0.681818181818182,9,14,1,3,3,3,7,0,35,10,13.6363636363636,-0.390989831613291,86.3636363636364,1941,1973,1953,1953,100,15,4,3,11,4,5.5,3.69684550213647,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.3,6.4,6.4,4.73684210526316,2.14533357321207,1,1,1,1,0.25,1,0.5,0.6,1,1,1,1
net_ie_da2011,West,Lower,166,IE_DA,2011,2016,5,1,stable,FG;LAB,32,34,0.0342741935483871,248,12,283,47,1,12,1,1.14112903225806,0.375,1.09375,10,28,6,6,19,15,4,0,15,0,3.59375,0.0677975214668751,43.75,1949,1980,1955,1959.07142857143,100,25,7,1,15,2,4.57142857142857,5.41162769282166,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1.3,6.4,1.3,2.78235294117647,2.36807814855149,1,2,1,1.02941176470588,0.0909090909090909,1.5,0.25,0.352941176470588,0.25,1,1,0.906862745098039
net_ie_se1997,West,Upper,60,IE_SE,1997,2002,6,0,stable,FF;PD,15,19,0.0904761904761905,14,11,37,34,1,4,3,2.64285714285714,0.733333333333333,1.53333333333333,7,13,5,4,4,4,6,0,30,10,9.66666666666667,-0.203249145856433,100,1936,1963,1944,1946.26666666667,100,7,4,2,5,4,3.75,1.25830573921179,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.6,6.4,6.1,5.07272727272727,1.41427784334685,1,2,1,1.21052631578947,0.333333333333333,1.5,0.5,0.578947368421053,0.25,1,1,0.731578947368421
net_ie_se2002,West,Upper,60,IE_SE,2002,2007,6,0,stable,FF;PD,13,11,0.0705128205128205,16,5,27,16,1,4,1,1.6875,0.384615384615385,0.846153846153846,5,10,2,1,5,4,4,0,20,5,6.92307692307692,-0.380372447108669,100,1936,1969,1945,1947.92307692308,100,7,3,3,6,4,4.33333333333333,1.52752523165195,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6.4,8,6.4,6.93333333333333,0.8,1,1,1,1,0.333333333333333,0.5,0.5,0.454545454545455,1,1,1,1
net_ie_se2007,West,Upper,60,IE_SE,2007,2011,5,0,stable,FF;GP;PD,25,52,0.0866666666666667,27,18,89,80,1,6,3,3.2962962962963,0.72,2.48,13,24,12,7,12,7,7,0,40,5,8.4,-0.586892373966943,64,1936,1976,1954,1955.75,100,8,5,2,7,7,5,2.73861278752583,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2.4,6.4,4.85,4.83333333333333,1.58819172053517,1,3,1,1.19230769230769,0.2,1.2,0.25,0.346153846153846,0.166666666666667,1,1,0.824038461538461
net_ie_se2011,West,Upper,60,IE_SE,2011,2016,5,1,stable,FG;LAB,35,59,0.0495798319327731,81,43,171,133,1,5,2,2.11111111111111,1.22857142857143,2.42857142857143,21,30,16,12,18,12,6,0,30,0,6.28571428571429,-0.736802768616495,42.8571428571429,1936,1977,1955,1957.8,100,8,6,1,12,4,5.83333333333333,4.57893728573199,8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.3,6.4,6.1,5.22608695652174,1.79449091066478,1,7,1,1.44067796610169,0.333333333333333,3.08333333333333,0.5,0.686440677966102,0.122448979591837,1,0.666666666666667,0.710423152311772
net_il2009,Asia,Unicameral,120,IL,2009,2013,5,0,mixed,NA,99,1084,0.111729540300969,2446,1091,5608,4253,1,27,1,2.29272281275552,8.38383838383838,27.6464646464646,80,95,76,22,32,0,9,0,24,3,5.64646464646465,-0.423500111233256,100,1936,1978,1955,1956.9595959596,0,0,13,2,30,4,7.61538461538461,7.5778015890545,NA,NA,81,1,10,1,2.23456790123457,2.1288001605263,1,2,1,1.01724137931034,5.35055350553506,95,0.7,9.6,6,5.87684210526316,2.34948851978282,1,29,1,2.52490774907749,0.0384615384615385,6.10785734583689,0.5,0.764760147601476,0,1,0.0526682895174406,0.113014070392346
net_il2013,Asia,Unicameral,120,IL,2013,2015,3,0,mixed,NA,110,1720,0.143452877397832,1343,1060,7439,7156,1,48,4,5.53909158600149,7.85454545454545,45.3,86,107,83,25,46,0,13,0,28,4,6.11818181818182,-0.462718841937731,100,1936,1985,1959,1960.69090909091,0,0,13,3,19,7,8.46153846153846,5.07634029289121,NA,NA,80,1,31,1,2.375,4.30888102599765,1,2,1,1.00684931506849,16.9767441860465,106,0.7,8.7,6,5.78584905660377,2.26822517901407,1,38,2,2.89709302325581,0.0294117647058824,10.1428571428571,0.25,0.487209302325581,0,1,0.0701417609457856,0.176339509059071
net_il2015,Asia,Unicameral,120,IL,2015,2018,1,1,stable,LIKUD;KULANU;JH;SHAS,109,2291,0.194614339109752,1704,1478,13789,13563,1,47,7,8.09213615023474,9.95412844036697,69.5321100917431,89,105,85,31,37,0,13,0,27,2,5.68807339449541,-0.398147577641227,100,1943,1985,1960,1962.19266055046,0,0,10,5,23,7.5,10.9,6.82234889495139,45,64,80,1,17,1,2.25,2.82170610029742,1,2,1,1.00537634408602,8.11872544740288,109,1,8.7,6,5.51376146788991,2.23708093074966,1,91,2,3.30816237450895,0.0256410256410256,13.7412087912088,0.2,0.459624618070711,0,1,0.0697674418604651,0.162611911791656
net_is1995,North,Unicameral,63,IS,1995,1999,5,0,stable,S;F,73,529,0.100646879756469,364,299,1690,1625,1,18,4,4.64285714285714,4.0958904109589,18.1643835616438,53,69,49,27,33,0,18,0,30,5,5.95890410958904,-0.556479790273742,100,1930,1967,1948,1948.02739726027,100,8,3,15,32,26,24.3333333333333,8.62167810425171,41,32,19,1,8,5,4.94736842105263,2.36816112933705,1,3,1,1.26086956521739,13.0434782608696,73,4.1,7.5,5,5.4958904109589,1.53870782333789,1,17,2,2.50661625708885,0.0588235294117647,5.06666666666667,0.333333333333333,0.565217391304348,0.005735354362966,1,0.238095238095238,0.383194762212698
net_is1999,North,Unicameral,63,IS,1999,2003,5,0,stable,S;F,76,510,0.0894736842105263,335,292,1857,1814,1,17,5,5.54328358208955,3.84210526315789,20.0263157894737,47,71,42,29,33,0,17,0,23,5,5.17105263157895,-0.49886063921094,100,1930,1970,1951,1950.88157894737,100,8,5,3,27,12,15.2,10.8027774206451,39,37,14,2,15,9,9,2.74562589193458,1,4,1,1.28776978417266,27.2549019607843,76,1.2,7.5,5,5.22763157894737,2.01895013537304,1,21,2,2.9843137254902,0.0625,5.25,0.333333333333333,0.572549019607843,0.0101846163794497,1,0.272727272727273,0.40626236441197
net_is2003,North,Unicameral,63,IS,2003,2007,5,0,stable,S;F,88,624,0.0815047021943574,370,317,2255,2202,1,26,5,6.09459459459459,3.60227272727273,21.4204545454545,52,82,46,32,39,0,19,0,26,5,5.67045454545455,-0.546104949358305,100,1936,1979,1954,1956.14772727273,100,6,5,6,32,14,17.6,10.6442472725881,39,49,15,6,15,10,9.86666666666667,2.53170373652286,1,4,1,1.26315789473684,27.4038461538462,88,1.2,7.5,5,4.98977272727273,2.00470938489057,1,17,2,3.02083333333333,0.0526315789473684,6,0.25,0.50801282051282,0.00839925170303009,1,0.222222222222222,0.39982378401938
net_is2007,North,Unicameral,63,IS,2007,2009,3,0,mixed,NA,82,509,0.0766335441132189,190,170,1118,1098,1,25,5,5.88421052631579,2.07317073170732,11.3170731707317,50,76,44,35,39,0,15,0,30,4.5,6.30487804878049,-0.476347193772979,100,1939,1979,1957,1958.87804878049,100,7,5,5,28,18,16.4,9.07193474403338,NA,NA,17,2,11,6,6.47058823529412,2.85301697898084,1,3,1,1.14130434782609,18.0746561886051,82,1.2,7.5,5,4.86219512195122,2.37677238577931,1,10,1,1.82318271119843,0.0416666666666667,5.16666666666667,0.2,0.333988212180747,0.0293398533007335,1,0.364161849710983,0.500852844179215
net_is2009,North,Unicameral,63,IS,2009,2013,5,0,stable,SF;VG,85,890,0.124649859943978,413,373,2993,2953,1,31,7,7.24697336561743,4.38823529411765,30.3529411764706,63,82,60,37,46,3,11,0,32,1,4.24705882352941,-0.478123987681902,100,1942,1983,1965,1963.61176470588,100,6,6,3,24,15,14.1666666666667,9.13053485107344,43,42,23,5,16,12,11.7391304347826,3.13654980257474,1,6,2,2.04602510460251,53.7078651685393,82,1.2,7.5,4.1,4.61829268292683,2.30566281136225,1,23,2,2.89887640449438,0.0333333333333333,7.19444444444444,0.2453108875129,0.419101123595506,0.00801946890980354,1,0.29673586431809,0.437129439014196
net_is2013,North,Unicameral,63,IS,2013,2017,3,1,stable,F;S,70,546,0.11304347826087,230,206,1390,1366,1,17,6,6.04347826086957,2.94285714285714,16.5714285714286,50,66,46,32,39,0,10,0,31,1,4.68571428571429,-0.423188640422855,100,1944,1991,1966,1966.45714285714,100,6,6,6,19,10.5,11.6666666666667,4.63321342770508,34,36,11,1,12,9,7.81818181818182,3.09251295286477,1,2,1,1.125,23.4432234432234,70,1.2,7.5,5,4.91714285714286,2.13710975273571,1,11,2,2.12454212454212,0.0625,3,0.25,0.377289377289377,0.025974025974026,1,0.333333333333333,0.47182317675911
net_it_ca1983,West,Lower,630,IT_CA,1983,1987,5,0,mixed,NA,636,15377,0.0380750755212202,3428,2692,37350,36614,1,158,6,10.8955659276546,4.23270440251572,53.3364779874214,455,635,454,53,260,9,18,0,35,4,5.52358490566038,-0.499243969241339,100,1909,1957,1935,1934.57704402516,100,32,11,7,224,20,57.8181818181818,74.7219086771988,NA,NA,33,1,81,30,39.1818181818182,28.3840344047655,1,4,1,1.10347071583514,29.9798400208103,627,0.5,9.2,4.6,4.24545454545455,2.23925711717711,1,47,1,2.20602198088054,0.00636942675159236,8.70397935397935,0.0666666666666667,0.175066657995708,0.00181021855100646,1,0.0849171047310958,0.237917660266589
net_it_ca1987,West,Lower,630,IT_CA,1987,1992,6,0,mixed,NA,660,20266,0.0465949326343864,4883,3740,53930,52787,1,366,6,11.0444398935081,5.66666666666667,74.3136363636364,506,659,505,80,231,12,19,0,39,4,6.28939393939394,-0.518633225776521,100,1911,1962,1938,1937.62575757576,100,32,12,9,241,18.5,55,74.614159026774,NA,NA,42,1,97,24.5,37.3571428571429,32.1890917961663,1,7,1,1.13138200565442,29.670383894207,648,0.5,9.2,4.6,4.51296296296296,1.8779412216603,1,84,1,2.42016184742919,0.00273972602739726,16.7322879192627,0.0666666666666667,0.184545544261324,0.000467096568508424,1,0.0707077399992766,0.200806996956999
net_it_ca1992,West,Lower,630,IT_CA,1992,1994,3,0,stable,DC;PSI;PLI;PSDI,635,11658,0.0289575001862937,3018,1799,29387,28168,1,161,3,9.73724320742213,2.83307086614173,41.5228346456693,392,635,392,52,287,9,21,0,44,5,6.03622047244095,-0.523013381891868,100,1910,1966,1942,1942.58897637795,100,32,13,6,209,28,48.8461538461538,57.6495824700783,121,514,32,1,73,34,36.96875,26.8850412599346,1,3,1,1.08189977561705,22.937038943215,626,0.9,9.2,4.6,4.47843450479233,1.97463064528623,1,29,1,2.26170869788986,0.00625,11.8777777777778,0.0625,0.154304830527167,0.00303828123355546,1,0.121519364916331,0.311982462418494
